timestamp,open,high,low,close,volume
2020-01-01T00:31:00,1.099961,1.102083,1.097074,1.101525,790
2020-01-01T00:32:00,1.101525,1.105829,1.100888,1.103633,664
2020-01-01T00:33:00,1.103633,1.104368,1.102247,1.102283,392
2020-01-01T00:34:00,1.102283,1.103867,1.102040,1.102498,10
2020-01-01T00:35:00,1.102498,1.103536,1.099089,1.099831,124
2020-01-01T00:36:00,1.099831,1.104886,1.099368,1.103908,69
2020-01-01T00:37:00,1.103908,1.103990,1.100835,1.102260,90
2020-01-01T00:38:00,1.102260,1.105096,1.100569,1.104443,794
2020-01-01T00:39:00,1.104443,1.107160,1.103291,1.106017,979
2020-01-01T00:40:00,1.106017,1.106284,1.103559,1.104365,226
2020-01-01T00:41:00,1.104365,1.106036,1.101902,1.102701,716
2020-01-01T00:42:00,1.102701,1.104186,1.101104,1.103277,458
2020-01-01T00:43:00,1.103277,1.104253,1.102466,1.103179,263
2020-01-01T00:44:00,1.103179,1.104486,1.102501,1.103497,235
2020-01-01T00:45:00,1.103497,1.105226,1.102578,1.102656,70
2020-01-01T00:46:00,1.102656,1.105663,1.102387,1.103288,253
2020-01-01T00:47:00,1.103288,1.103514,1.101384,1.102634,562
2020-01-01T00:48:00,1.102634,1.108028,1.101509,1.106114,813
2020-01-01T00:49:00,1.106114,1.107229,1.104843,1.105034,106
2020-01-01T00:50:00,1.105034,1.107631,1.103934,1.106959,756
2020-01-01T00:51:00,1.106959,1.109627,1.106421,1.108106,671
2020-01-01T00:52:00,1.108106,1.110592,1.106933,1.109939,264
2020-01-01T00:53:00,1.109939,1.114173,1.108655,1.113678,153
2020-01-01T00:54:00,1.113678,1.114102,1.112087,1.112090,463
2020-01-01T00:55:00,1.112090,1.117914,1.110045,1.117130,110
2020-01-01T00:56:00,1.117130,1.126544,1.115615,1.125206,958
2020-01-01T00:57:00,1.125206,1.125225,1.119298,1.120120,426
2020-01-01T00:58:00,1.120120,1.120190,1.118257,1.118573,398
2020-01-01T00:59:00,1.118573,1.120139,1.118558,1.119026,958
2020-01-01T01:00:00,1.119026,1.120755,1.116538,1.119550,812
2020-01-01T01:01:00,1.119550,1.123843,1.118938,1.122165,168
2020-01-01T01:02:00,1.122165,1.123477,1.120457,1.122745,72
2020-01-01T01:03:00,1.122745,1.124066,1.122360,1.124061,608
2020-01-01T01:04:00,1.124061,1.124428,1.118694,1.119070,530
2020-01-01T01:05:00,1.119070,1.119698,1.118575,1.118921,619
2020-01-01T01:06:00,1.118921,1.123899,1.116727,1.122974,593
2020-01-01T01:07:00,1.122974,1.126052,1.121465,1.126016,644
2020-01-01T01:08:00,1.126016,1.129699,1.125116,1.128885,277
2020-01-01T01:09:00,1.128885,1.129393,1.126383,1.128100,254
2020-01-01T01:10:00,1.128100,1.128695,1.127222,1.127983,961
2020-01-01T01:11:00,1.127983,1.127988,1.125571,1.126008,479
2020-01-01T01:12:00,1.126008,1.127007,1.122780,1.123910,528
2020-01-01T01:13:00,1.123910,1.125800,1.121307,1.125551,912
2020-01-01T01:14:00,1.125551,1.127434,1.125287,1.127081,566
2020-01-01T01:15:00,1.127081,1.129890,1.125596,1.129443,836
2020-01-01T01:16:00,1.129443,1.129560,1.128893,1.129282,689
2020-01-01T01:17:00,1.129282,1.131126,1.126142,1.127544,280
2020-01-01T01:18:00,1.127544,1.128703,1.126695,1.128347,629
2020-01-01T01:19:00,1.128347,1.128600,1.126754,1.127756,713
2020-01-01T01:20:00,1.127756,1.128416,1.124142,1.126582,876
2020-01-01T01:21:00,1.126582,1.128452,1.126081,1.126934,859
2020-01-01T01:22:00,1.126934,1.127028,1.126690,1.126903,278
2020-01-01T01:23:00,1.126903,1.127545,1.122691,1.123722,732
2020-01-01T01:24:00,1.123722,1.123791,1.121368,1.123440,935
2020-01-01T01:25:00,1.123440,1.125741,1.123195,1.125560,388
2020-01-01T01:26:00,1.125560,1.125876,1.123781,1.124453,930
2020-01-01T01:27:00,1.124453,1.128590,1.123225,1.125839,50
2020-01-01T01:28:00,1.125839,1.127543,1.125838,1.127084,808
2020-01-01T01:29:00,1.127084,1.130273,1.126240,1.128134,645
2020-01-01T01:30:00,1.128134,1.130707,1.128061,1.128117,829
2020-01-01T01:31:00,1.128117,1.130325,1.125955,1.129456,35
2020-01-01T01:32:00,1.129456,1.133984,1.129221,1.131661,695
2020-01-01T01:33:00,1.131661,1.133017,1.127824,1.129378,283
2020-01-01T01:34:00,1.129378,1.132754,1.129143,1.131274,491
2020-01-01T01:35:00,1.131274,1.132061,1.129222,1.131702,481
2020-01-01T01:36:00,1.131702,1.133402,1.128689,1.129243,685
2020-01-01T01:37:00,1.129243,1.129596,1.127140,1.128083,895
2020-01-01T01:38:00,1.128083,1.132430,1.127284,1.131606,705
2020-01-01T01:39:00,1.131606,1.135176,1.131441,1.133780,971
